SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
L&TFINANCE,NU,1084,1084,1084,1084,1084,1080,50,54200,20-May-22,1,INE027E07AL1
L&TFINANCE,NY,1041,1041,1041,1041,1041,1045,10,10410,20-May-22,1,INE027E07AS6
LAGNAM,EQ,76.1,76.1,76.1,76.1,76.1,72.5,9655,734745.5,20-May-22,98,INE548Z01017
LAKPRE,BZ,6.15,6.15,5.7,5.75,5.75,5.95,369,2212.45,20-May-22,17,INE651C01018
LALPATHLAB,EQ,1925.1,1979.35,1925.1,1963.25,1958,1919.1,458349,895088934.7,20-May-22,24991,INE600L01024
LAMBODHARA,EQ,87.05,91.1,87.05,90.1,90.25,87.05,12787,1146390.55,20-May-22,331,INE112F01022
LANCER,EQ,222,234.8,214.1,222.4,223.65,218.05,24176,5447016.75,20-May-22,545,INE359U01010
LAOPALA,EQ,293.15,294.9,284.6,291.1,291.5,291.65,195818,56773644.65,20-May-22,8118,INE059D01020
LASA,EQ,48.8,49.9,47.6,47.8,47.65,47.4,49593,2404438.4,20-May-22,676,INE670X01014
LATENTVIEW,EQ,407.6,419.85,401.1,407,407.7,397.1,387248,157843692.4,20-May-22,10311,INE0I7C01011
LAURUSLABS,EQ,565,576.1,563.7,574.5,573.55,560.15,747835,426499099,20-May-22,14188,INE947Q01028
LAXMICOT,EQ,24,24.45,23.55,23.9,23.8,23.45,8776,210749.3,20-May-22,114,INE801V01019
LAXMIMACH,EQ,8499.95,8850,8402,8792.4,8780.05,8314,9719,84801244.4,20-May-22,3364,INE269B01029
LCCINFOTEC,EQ,3.25,3.35,3.05,3.1,3.1,3.2,246301,786988.2,20-May-22,350,INE938A01021
LEMERITE,ST,73.45,74.6,72.7,74.6,74.6,71.05,73600,5475840,20-May-22,46,INE0G1L01017
LEMONTREE,EQ,61.45,63.3,61.25,62.7,63.3,60.45,2087322,130118092.5,20-May-22,11946,INE970X01018
LEXUS,SM,72,73.3,72,73.3,73.3,70.5,15000,1090550,20-May-22,14,INE500X01013
LFIC,EQ,95.5,103.85,95.5,102.05,103.85,97.95,1134,114354.95,20-May-22,75,INE850E01012
LGBBROSLTD,EQ,556.55,564.65,553.3,558.7,557.35,548.4,36012,20136172.35,20-May-22,1964,INE337A01034
LGBFORGE,EQ,10.2,10.4,9.75,9.95,10,9.8,116345,1172543.9,20-May-22,448,INE201J01017
LIBAS,EQ,23.8,25.45,23.65,24.7,25,23.75,72334,1743064.15,20-May-22,312,INE908V01012
LIBERTSHOE,EQ,156.6,160.2,156,158.15,158.25,155.1,71726,11353659.35,20-May-22,1942,INE557B01019
LICHSGFIN,EQ,364.7,374.4,363,369.9,369.2,354.45,5568200,2058724602,20-May-22,69743,INE115A01026
LICI,EQ,848.55,856.8,825,826.15,825.3,840.85,7078291,5920581593,20-May-22,258445,INE0J1Y01017
LICNETFGSC,EQ,21.9,22.2,21.6,21.84,21.8,21.7,7977,175045.96,20-May-22,168,INF767K01MV5
LICNETFN50,EQ,174.9,174.9,172.06,173.65,173.25,171.59,288,49843.16,20-May-22,41,INF767K01OS7
LICNETFSEN,EQ,570,583.99,570,581.04,582,568.2,656,380244.87,20-May-22,34,INF767K01OT5
LICNFNHGP,EQ,169.3,175.5,169.3,173.51,173.75,169.3,1103,190655.22,20-May-22,39,INF767K01PC8
LIKHITHA,EQ,272.15,275.75,271.1,274.3,275.5,269.5,6986,1912311.55,20-May-22,496,INE060901019
LINC,EQ,270.6,276,266.9,270.1,270,264.8,2510,682948.05,20-May-22,111,INE802B01019
LINCOLN,EQ,284.9,295.95,276.65,283.85,282.6,283.8,165344,46580974.5,20-May-22,3990,INE405C01035
LINDEINDIA,EQ,3038.7,3117.95,3028.85,3093.3,3093,2999.75,77481,238571088.5,20-May-22,11511,INE473A01011
LIQUIDBEES,EQ,999.53,1000.01,999.53,999.99,1000,1000,1704904,1704903334,20-May-22,6839,INF732E01037
LIQUIDETF,EQ,1000,1000.01,999.99,1000,1000.01,999.99,12199,12199021.57,20-May-22,85,INF740KA1EU7
LODHA,EQ,927,991.75,921.6,988.9,986,901.6,501748,488487606.4,20-May-22,14500,INE670K01029
LOKESHMACH,EQ,79.3,87.8,79,86.9,86.35,77.95,167665,14105945.75,20-May-22,2395,INE397H01017
LOTUSEYE,EQ,50.75,52.5,49.7,51.65,52.5,49.75,2847,145188.55,20-May-22,74,INE947I01017
LOVABLE,EQ,137.85,141.5,135.8,138.35,137,135.1,21670,3018888.5,20-May-22,1255,INE597L01014
LPDC,EQ,7.8,8,7.3,7.9,8,7.65,190627,1463314.05,20-May-22,431,INE197J01017
LSIL,EQ,13.45,13.9,12.9,13.5,13.5,13.3,3415551,45909206.8,20-May-22,6006,INE093R01011
LT,EQ,1569.4,1613.45,1561.05,1610.1,1610,1547.95,2175224,3479168125,20-May-22,61997,INE018A01030
LTGILTBEES,EQ,22.4,22.4,21.95,22.2,22.2,22.18,14517,322264.23,20-May-22,81,INF204KB1882
LTI,EQ,4080,4085,3983.25,4043.5,4040.1,3991.85,494449,1993625206,20-May-22,40616,INE214T01019
LTTS,EQ,3600,3600,3457.05,3532.6,3528,3504,395664,1390798712,20-May-22,29358,INE010V01017
LUMAXIND,EQ,885,904,885,899.85,900,884.6,2520,2264187.2,20-May-22,253,INE162B01018
LUMAXTECH,EQ,162.7,167.5,161.55,163.3,162.8,160.3,53279,8805458.7,20-May-22,4242,INE872H01027
LUPIN,EQ,636,646,626,638.4,637.6,634.85,2631657,1679178093,20-May-22,69951,INE326A01037
LUXIND,EQ,2115,2174.9,2112.1,2151.4,2168,2104.6,28494,60865488.4,20-May-22,6116,INE150G01020
LXCHEM,EQ,353.7,356.4,348.9,352.4,352,345.75,436849,153993467.4,20-May-22,11677,INE576O01020
LYKALABS,EQ,151,152.25,137.75,140.45,141.15,145,271501,39346154.95,20-May-22,4504,INE933A01014
LYPSAGEMS,EQ,5.5,5.7,5.25,5.45,5.4,5.5,19938,109710.6,20-May-22,154,INE142K01011
M&M,EQ,896.9,911.35,888.65,903.8,904.9,882.55,3426756,3097498165,20-May-22,92204,INE101A01026
M&MFIN,EQ,171.7,173.65,169.55,170.35,170.8,170.15,1549618,265530093.2,20-May-22,9682,INE774D01024
M&MFIN,N1,1070,1070,1070,1070,1070,1070,60,64200,20-May-22,1,INE774D08LU6
M&MFIN,N2,1045,1053.15,1045,1049.43,1049.3,1127,2100,2203101.45,20-May-22,39,INE774D08MA6
MAANALU,EQ,123,142,123,137.25,135.25,125.9,102259,13892169.85,20-May-22,1899,INE215I01019
MACPOWER,EQ,209,211.15,205,205.85,205,205.55,2775,577207.55,20-May-22,125,INE155Z01011
MADHAV,EQ,50.55,50.95,49.95,50.5,50.8,49.65,8024,403305.9,20-May-22,112,INE925C01016
MADHAVBAUG,SM,159.1,159.1,155,159.1,159.1,151.55,17600,2791680,20-May-22,11,INE0JR301013
MADHUCON,BE,6.25,6.3,5.85,5.9,6.1,6.1,17405,104840.6,20-May-22,102,INE378D01032
MADRASFERT,EQ,52,53.8,51.2,53.15,52.8,50.95,1425922,74938689.2,20-May-22,7549,INE414A01015
MAESGETF,EQ,27.02,27.44,27.02,27.4,27.34,26.73,9782,266759.86,20-May-22,59,INF769K01GS9
MAFANG,EQ,39.98,39.98,38.5,38.93,39,38.47,535468,20890571.93,20-May-22,2316,INF769K01HF4
MAFSETF,EQ,15.6,15.87,15.58,15.81,15.84,15.41,68149,1072833.13,20-May-22,157,INF769K01HI8
MAGADSUGAR,EQ,359.7,373,355.05,367.6,368,353.15,79882,29175680.15,20-May-22,3826,INE347W01011
MAGNUM,EQ,12.75,12.8,12.2,12.5,12.6,12.2,20034,251512.65,20-May-22,99,INE387I01016
MAHABANK,EQ,16.1,16.2,15.9,16.05,16.05,15.85,3132404,50196068.9,20-May-22,4008,INE457A01014
MAHAPEXLTD,EQ,71.8,80.35,71.5,79.8,80.35,73.95,15206,1177105.55,20-May-22,217,INE843B01013
MAHASTEEL,EQ,66.1,69.5,66.1,69.2,69.5,66.1,8954,611149.6,20-May-22,229,INE451L01014
MAHEPC,EQ,100.15,103.6,99.25,100.25,100.05,99.25,38911,3949628.15,20-May-22,1714,INE215D01010
MAHESHWARI,EQ,86.1,89.9,86.1,87.55,88.1,85.75,45149,3972825.9,20-May-22,871,INE263W01010
MAHICKRA,SM,61.25,76.5,61.25,74.75,76.5,73.75,9000,652500,20-May-22,6,INE961Y01015
MAHINDCIE,EQ,187.55,188.3,183.15,184.6,184.15,184.7,526153,97510527.2,20-May-22,8911,INE536H01010
MAHKTECH,EQ,13.95,14.09,13.83,14.05,14.06,13.66,166090,2328944.03,20-May-22,361,INF769K01HS7
MAHLIFE,EQ,359.85,368.35,359,364.75,368.2,352.1,142085,51788095.45,20-May-22,6013,INE813A01018
MAHLOG,EQ,459.9,462,445.05,449.2,449.25,455.1,88397,39780006.6,20-May-22,4331,INE766P01016
MAHSCOOTER,EQ,3587.75,3769.9,3560.8,3711.65,3725,3534.8,7845,28803770.75,20-May-22,1508,INE288A01013
MAHSEAMLES,EQ,564,582.7,561,577.4,576,557.65,49506,28398183.9,20-May-22,2571,INE271B01025
MAITHANALL,EQ,1146.7,1170,1123.55,1139.35,1137.6,1134.9,56634,64822780.6,20-May-22,3913,INE683C01011
MALLCOM,EQ,628,664.05,624.05,647.8,635,639.7,1129,735252.95,20-May-22,163,INE389C01015
MALUPAPER,EQ,32.15,32.9,31.85,32.25,32.3,31.85,4542,146887.85,20-May-22,57,INE383H01017
MAM150ETF,EQ,10.37,10.46,10.37,10.43,10.44,10.24,29777,309828.51,20-May-22,159,INF769K01IC9
MAMFGETF,EQ,75.54,76.55,75.54,76.55,76.55,74.42,1111,84434.27,20-May-22,42,INF769K01IB1
MAN50ETF,EQ,165.5,168.64,165.5,168.59,168.64,163.74,15463,2579256.57,20-May-22,99,INF769K01EG9
MANAKALUCO,EQ,21.05,21.6,20.7,20.85,20.8,21,59049,1237208.85,20-May-22,772,INE859Q01017
MANAKCOAT,EQ,22.35,22.85,21.8,22.85,22.85,21.8,23405,531167.8,20-May-22,232,INE830Q01018
MANAKSIA,EQ,76.95,79,75.8,78.05,78.35,74.8,113840,8845890.85,20-May-22,1674,INE015D01022
MANAKSTEEL,EQ,44,44.6,42.8,43.5,43.5,43,125131,5486121.85,20-May-22,1190,INE824Q01011
MANALIPETC,EQ,114,116.6,113.35,115.85,115.65,110.1,699511,80359753.8,20-May-22,8070,INE201A01024
MANAPPURAM,EQ,97,97,93,93.45,93.55,94.6,11914978,1120827428,20-May-22,71241,INE522D01027
MANGALAM,EQ,112.2,114.1,109.1,112.8,114,110.6,20973,2339832,20-May-22,444,INE584F01014
MANGCHEFER,EQ,94.9,95.75,91.55,92.95,92.55,93,846756,79050514.15,20-May-22,6722,INE558B01017
MANGLMCEM,EQ,304,318,302.1,310.15,313,301.6,538238,166957462.8,20-May-22,1747,INE347A01017
MANINDS,EQ,82.7,87,80.5,84.85,84.25,80.95,360814,30105825.45,20-May-22,5581,INE993A01026
MANINFRA,EQ,91.9,94.4,90.85,91.8,91.65,90.6,288665,26588057.25,20-May-22,4330,INE949H01023
MANORG,EQ,701,712.95,685.25,701.9,706,687.65,17391,12152286.8,20-May-22,2027,INE370D01013
MANUGRAPH,EQ,15.7,15.7,14.6,14.85,14.6,15.1,5190,77117.95,20-May-22,57,INE867A01022
MANXT50,EQ,387.73,389.37,386.95,388.53,388.53,382.88,329,127569.65,20-May-22,41,INF769K01FN2
MANYAVAR,EQ,966,977.5,939.95,968.05,955.55,946.15,76758,73215440.8,20-May-22,5962,INE825V01034
MAPMYINDIA,EQ,1329,1342,1305,1325.55,1324,1297.6,97651,129109610.4,20-May-22,12003,INE0BV301023
MARALOVER,EQ,79.6,81.8,76.55,77.8,77.95,78.4,42776,3424576.65,20-May-22,394,INE882A01013
MARATHON,EQ,138.95,148.75,138.2,147.75,148.4,135.25,107537,15706204.4,20-May-22,1948,INE182D01020
MARICO,EQ,516.1,531.45,507.45,528.55,529.85,510.5,2817153,1480880574,20-May-22,53142,INE196A01026
MARINE,EQ,29,29.6,28.65,29.35,29.5,28.7,112614,3302682.05,20-May-22,741,INE01JE01028
MARKSANS,EQ,48.35,49.2,48.05,49,49.15,47.6,355459,17345468.15,20-May-22,2813,INE750C01026
MARSHALL,EQ,34.2,34.95,33.3,34.1,34.35,33.4,7512,257388.35,20-May-22,138,INE00SZ01018
MARUTI,EQ,7520.55,7648.9,7450,7586.6,7600,7404.55,742204,5632165613,20-May-22,76935,INE585B01010
MASFIN,EQ,591.35,602,585.85,595.35,596.7,588.2,26186,15589713.9,20-May-22,2360,INE348L01012
MASKINVEST,BE,33.3,33.3,33.3,33.3,33.3,33.3,6,199.8,20-May-22,3,INE885F01015
MASPTOP50,EQ,26.4,26.4,25.35,25.77,25.77,25.77,126740,3267833.38,20-May-22,463,INF769K01HP3
MASTEK,EQ,2520,2572,2467,2561,2556,2466.35,55504,139689147.7,20-May-22,7291,INE759A01021
MATRIMONY,EQ,758,772.2,757.5,767.95,769.05,762.95,15543,11939058.75,20-May-22,3788,INE866R01028
MAWANASUG,EQ,144.6,145,135.1,136.9,135.45,138.3,322107,45247897.15,20-May-22,4338,INE636A01039
MAXHEALTH,EQ,372,377.9,370,375.1,374,368.05,512358,191678232.3,20-May-22,10641,INE027H01010
MAXIND,EQ,71.55,71.9,70.6,71.55,71.55,71.45,54799,3912398.65,20-May-22,286,INE0CG601016
MAXVIL,EQ,98,99.25,97.3,98.8,99.25,96.4,73492,7227098.25,20-May-22,641,INE154U01015
MAYURUNIQ,EQ,352.05,354.25,346.2,351.95,352,348.6,28630,10042470.45,20-May-22,2491,INE040D01038
MAZDA,EQ,504.65,516.3,489.65,506.5,511.95,497.45,1882,956429.95,20-May-22,347,INE885E01034
MAZDOCK,EQ,290.5,304.3,287.95,296.65,296.4,284.35,929573,277360353.2,20-May-22,18998,INE249Z01012
MBAPL,EQ,626,644.95,591.35,620.55,621.25,618.9,74892,46065221.85,20-May-22,3342,INE900L01010
MBECL,BE,4,4.1,4,4.1,4.1,3.95,189036,769330.35,20-May-22,188,INE748A01016
MBLINFRA,EQ,21.25,21.5,20.55,20.95,20.8,20.8,96216,2024929.45,20-May-22,515,INE912H01013
MCDOWELL-N,EQ,810,811.85,792.15,798.8,799.9,795.8,1343721,1077109665,20-May-22,53859,INE854D01024
MCL,BE,27.65,28.3,27.1,27.7,27.85,27.1,6271,174204.75,20-May-22,96,INE813V01022
MCLEODRUSS,EQ,22,22.6,21.8,22.25,22.25,21.8,129752,2878288.55,20-May-22,512,INE942G01012
MCX,EQ,1289.8,1316.95,1272.65,1294.2,1292.9,1272.55,465309,601972087,20-May-22,26285,INE745G01035
MEDICAMEQ,EQ,670,696.75,652.05,659.05,656.1,671.1,27130,18282995.85,20-May-22,1616,INE646B01010
MEDPLUS,EQ,887.45,921,885.05,915.75,914.1,885.05,83487,75576225.2,20-May-22,11235,INE804L01022
MEGASOFT,EQ,45,45.8,44.5,45.6,45.7,43.7,70320,3184992.6,20-May-22,615,INE933B01012
MEGASTAR,EQ,183.15,195.9,183.15,192.75,195.2,182.75,33668,6408013.2,20-May-22,1262,INE00EM01016
MELSTAR,BZ,3.8,4,3.8,3.9,3.9,3.95,1525,5825,20-May-22,10,INE817A01019
MENONBE,EQ,78.8,82.8,78.55,81.1,82,77.85,53977,4337519.6,20-May-22,1117,INE071D01033
MEP,EQ,23.35,23.85,23.05,23.85,23.85,22.75,231125,5450368.05,20-May-22,498,INE776I01010
MERCATOR,EQ,1.6,1.7,1.6,1.7,1.7,1.65,304054,509943.75,20-May-22,196,INE934B01028
METALFORGE,BZ,4.55,4.6,4.35,4.5,4.55,4.4,7907,35525.55,20-May-22,45,INE425A01011
METROBRAND,EQ,534,545,526.7,536.9,537.1,529,85612,45941825.1,20-May-22,8570,INE317I01021
METROPOLIS,EQ,1804.95,1805,1708.05,1742.2,1772,1771.15,463373,804911904,20-May-22,31110,INE112L01020
MFL,EQ,1239,1420,1231,1400.75,1398,1211.7,691140,932606449.7,20-May-22,35495,INE071N01016
MFSL,EQ,713.1,721.4,705.5,718.4,721,708.1,267874,191274499.6,20-May-22,13975,INE180A01020
MGEL,EQ,206.4,206.5,206.4,206.45,206.5,196.7,7719,1593720.7,20-May-22,99,INE0APB01016
MGL,EQ,754.7,765,752.6,762.7,761.35,745.55,210032,159368880.7,20-May-22,7227,INE002S01010
MHHL,SM,37.8,38.5,37.55,38,37.55,37.05,12000,455400,20-May-22,4,INE450S01011
MHLXMIRU,EQ,134,135.35,131.7,135.35,135.35,128.95,4608,622553.4,20-May-22,89,INE112D01035
MHRIL,EQ,243,246.85,241.1,243.9,244,241.5,165941,40466675.35,20-May-22,6185,INE998I01010
MICEL,EQ,16.7,16.8,15.8,16.1,16,16.25,81775,1321025.2,20-May-22,626,INE287C01037
MID150BEES,EQ,106.99,107,105.44,106.4,106,104.4,61838,6564765.45,20-May-22,1082,INF204KB1V68
MIDHANI,EQ,174.4,179.55,174.25,177.4,178,172.4,253164,44975728.15,20-May-22,5192,INE099Z01011
MILTON,SM,15,15,15,15,15,15.6,8800,132000,20-May-22,1,INE376Y01016
MINDACORP,EQ,205,205.95,200.5,203.85,203.4,198.8,640370,130287224.7,20-May-22,11230,INE842C01021
MINDAIND,EQ,858.55,882,851.1,875.7,880,849.35,245247,212271475.9,20-May-22,14438,INE405E01023
MINDSPACE,RR,346.99,357,342.25,346.51,357,342.76,101500,35064733.07,20-May-22,2294,INE0CCU25019
MINDTECK,EQ,140,150,136.15,141.8,138.95,137.8,50271,7164477.4,20-May-22,921,INE110B01017
MINDTREE,EQ,2925,2925.05,2850,2899.85,2902.6,2845.75,701971,2030057393,20-May-22,38996,INE018I01017
MIRCELECTR,EQ,15.8,16.2,15.55,16.2,16.2,15.45,434493,7013184.5,20-May-22,896,INE831A01028
MIRZAINT,EQ,186.95,192,186.3,189.85,189.05,183.35,309017,58403249.15,20-May-22,5494,INE771A01026
MITCON,EQ,85.05,92.4,85.05,90.35,89,89.5,6531,582619.75,20-May-22,129,INE828O01033
MITTAL,EQ,11.3,11.8,11.3,11.5,11.7,11.3,27844,322027.4,20-May-22,221,INE997Y01019
MKPL,SM,189.5,189.5,189.5,189.5,189.5,180.5,2000,379000,20-May-22,1,INE964W01013
MMFL,EQ,821.8,836,810,832.2,830,804.1,19196,15832499.45,20-May-22,2261,INE227C01017
MMP,EQ,189.5,199,189.5,197.45,198,190.6,28952,5683463.2,20-May-22,788,INE511Y01018
MMTC,EQ,40.85,42.6,40.85,42,42,40.15,2641879,110905937.6,20-May-22,11019,INE123F01029
MODIRUBBER,BE,62.5,64.7,62.25,64,64.2,61.8,447,28565.95,20-May-22,11,INE832A01018
MODISNME,EQ,66.35,68,66.15,67.3,68,65,28086,1891180.3,20-May-22,574,INE737D01021
MOGSEC,EQ,48.4,48.42,48.26,48.39,48.41,48.28,18826,910328.28,20-May-22,59,INF247L01AK4
MOHITIND,EQ,20.9,23,19.9,21.3,21.25,20.5,142916,3053800.85,20-May-22,606,INE954E01012
MOIL,EQ,164.95,169,164.95,167.8,167.7,164.1,162575,27173489.9,20-May-22,3968,INE490G01020
MOKSH,EQ,14.5,15.25,14.2,14.95,15,14.55,497384,7436524.3,20-May-22,779,INE514Y01020
MOL,EQ,114.5,126.9,114.25,125.45,125.4,112.2,6072228,742718708,20-May-22,36530,INE0CT101020
MOLDTECH,EQ,99.75,106.4,99.75,102.45,102.8,97.7,211157,21882044.15,20-May-22,4773,INE835B01035
MOLDTKPAC,EQ,697.05,716.5,697.05,707.2,709.85,693.9,27545,19452492.05,20-May-22,3160,INE893J01029
MOLOWVOL,EQ,109,113.2,109,112,112,108.7,738,82516.24,20-May-22,44,INF247L01BA3
MOM100,EQ,29.49,29.49,28.88,29.36,29.23,28.88,81979,2401306.41,20-May-22,925,INF247L01023
MOM50,EQ,161.7,162.21,158.02,162,161.5,157.82,945,152303.11,20-May-22,61,INF247L01536
MOMOMENTUM,EQ,173.8,181,173.8,175.72,175.2,173.51,4886,865564.01,20-May-22,124,INF247L01AX7
MON100,EQ,100.1,105.9,100.1,100.96,101.49,99.99,356817,36126555.4,20-May-22,9658,INF247L01AP3
MONARCH,EQ,299.55,329.3,299.55,325.25,323,294.8,125168,39898343.05,20-May-22,3541,INE903D01011
MONQ50,EQ,51.09,52.05,50,51.91,52,50.66,7520,389263.3,20-May-22,97,INF247L01AU3
MONTECARLO,EQ,505,536,505,519.05,519,496,35936,18627200.85,20-May-22,2291,INE950M01013
MORARJEE,BE,22.65,22.85,21.6,21.85,21.7,22.2,4445,97814.7,20-May-22,47,INE161G01027
MOREPENLAB,EQ,41.9,42.4,41.25,41.5,41.3,41.1,1035685,43292698.75,20-May-22,6512,INE083A01026
MOTHERSUMI,EQ,123.5,125.15,122.25,124.35,124.25,120.4,4887523,603835262.4,20-May-22,42455,INE775A01035
MOTILALOFS,EQ,840,845.85,827.55,831.8,828,828.25,78848,65868012.55,20-May-22,5925,INE338I01027
MOTOGENFIN,EQ,29.9,30,28.05,29.1,29.2,29.05,2980,86588.6,20-May-22,91,INE861B01023
MPHASIS,EQ,2505,2519.85,2450.3,2459.05,2459.1,2457.65,263903,655623594.2,20-May-22,20975,INE356A01018
MPSLTD,EQ,577.45,608.3,577.45,603.9,600,574.55,23845,14299938,20-May-22,1431,INE943D01017
MRF,EQ,74200,74679.95,73978.8,74104.95,74000,73434.75,7777,578341530.6,20-May-22,4712,INE883A01011
MRO-TEK,EQ,63,65.45,62,63.05,62.6,60.7,26037,1664240.7,20-May-22,492,INE398B01018
MRPL,EQ,91.45,92.75,91,92.75,92.75,88.35,15206517,1408017544,20-May-22,22023,INE103A01014
MSPL,EQ,11.75,11.75,11.4,11.55,11.7,11.2,356488,4134872.35,20-May-22,936,INE752G01015
MSTCLTD,EQ,304,313.8,301.4,309.2,308.55,297.75,409736,126626847.4,20-May-22,11943,INE255X01014
MSUMI,EQ,63,63.25,61.65,62.05,62.2,62.15,4453522,277321277,20-May-22,60785,INE0FS801015
MTARTECH,EQ,1402.3,1408.8,1377,1383.05,1387.9,1379.45,40816,56716758.1,20-May-22,4934,INE864I01014
MTEDUCARE,EQ,8,8.15,7.9,8,8.1,7.8,61488,494489.95,20-May-22,207,INE472M01018
MTNL,EQ,22.3,23.1,22.3,22.65,22.65,22.1,663399,14994573.95,20-May-22,2152,INE153A01019
MUKANDLTD,EQ,114.5,126,112.75,121.7,124,111.65,298930,35807027.45,20-May-22,5009,INE304A01026
MUKTAARTS,BE,52.15,52.15,52.15,52.15,52.15,49.7,3821,199265.15,20-May-22,32,INE374B01019
MUNJALAU,EQ,41.2,41.9,40.55,41.55,41.7,40.4,41041,1696882,20-May-22,852,INE672B01032
MUNJALSHOW,EQ,97.45,100.9,92.45,98.55,100,96.05,53008,5139259.35,20-May-22,1119,INE577A01027
MURUDCERA,EQ,24.35,24.85,23.9,24.2,24.25,23.9,23719,575796.05,20-May-22,268,INE692B01014
MUTHOOTCAP,EQ,212.25,220,206.9,208.95,209,210.2,24640,5191946.4,20-May-22,1030,INE296G01013
MUTHOOTFIN,EQ,1172,1175,1151,1159.85,1159,1160.6,776963,901163328.7,20-May-22,19256,INE414G01012
NABARD,N2,1172.01,1172.01,1160.01,1164.7,1164.2,1170.96,2640,3066299.29,20-May-22,33,INE261F07032
NACLIND,EQ,76.95,78.95,72.8,74.4,75,75.25,88771,6675921.55,20-May-22,1425,INE295D01020
NAGAFERT,EQ,12.7,12.85,12.4,12.75,12.8,12.45,273946,3482145.15,20-May-22,770,INE454M01024
NAGREEKCAP,BE,10.5,11.5,10.45,11.45,11.45,11,5176,58591.95,20-May-22,15,INE245I01016
NAGREEKEXP,EQ,52.9,52.9,50.5,51.5,50.5,51.45,11078,574031.2,20-May-22,174,INE123B01028
NAHARCAP,EQ,483.1,494.95,466.6,471.55,470,469.95,20591,9907869.1,20-May-22,3233,INE049I01012
NAHARINDUS,EQ,155.05,157.95,154.1,156.4,156.45,153.45,99949,15607296.5,20-May-22,1722,INE289A01011
NAHARPOLY,EQ,425,425,415,416.45,415,408.65,14236,5957706.4,20-May-22,809,INE308A01027
NAHARSPING,BE,454,457.3,440.05,457.3,457.3,435.55,9775,4435915.35,20-May-22,215,INE290A01027
NAM-INDIA,EQ,264.2,269.3,264.15,267.95,267.85,261.2,593389,158446249.1,20-May-22,8892,INE298J01013
NATCOPHARM,EQ,702,708.6,694,699.05,700,699.6,88263,62028183.65,20-May-22,7773,INE987B01026
NATHBIOGEN,EQ,198.85,205.05,198.85,203.3,203,196.9,16997,3417220.55,20-May-22,444,INE448G01010
NATIONALUM,EQ,97.05,99.45,96.35,98.95,98.8,94.25,13565456,1324954008,20-May-22,52546,INE139A01034
NATNLSTEEL,BE,3.6,3.9,3.6,3.65,3.65,3.75,19950,74649,20-May-22,21,INE088B01015
NAUKRI,EQ,3494,3501.95,3410,3489.9,3485,3402.05,541631,1869257843,20-May-22,40252,INE663F01024
NAVINFLUOR,EQ,3812,3844,3689.5,3786.35,3780,3802.9,229902,865863172.4,20-May-22,23811,INE048G01026
NAVKARCORP,EQ,51.5,51.5,51.5,51.5,51.5,49.05,199247,10261220.5,20-May-22,342,INE278M01019
NAVNETEDUL,EQ,92.2,92.95,90.6,91.6,91.25,90.55,222933,20438607.8,20-May-22,4593,INE060A01024
NAZARA,EQ,1230,1234.9,1199,1211.85,1206,1198.15,138472,168258724.7,20-May-22,13660,INE418L01021
NBCC,EQ,33.95,34.25,33.3,34.05,34.25,33.05,2021486,68381163.55,20-May-22,7546,INE095N01031
NBIFIN,EQ,2010,2027.95,1972,1995.9,1986.3,1972.5,53,106108.8,20-May-22,35,INE365I01020
NBVENTURES,EQ,183.05,208.8,180.15,204.95,203.3,177.1,11510079,2249753662,20-May-22,124998,INE725A01022
NCC,EQ,63.55,64.95,63.25,64.65,64.6,62.6,1988992,127879568.2,20-May-22,8798,INE868B01028
NCLIND,EQ,167,171.15,166.3,169.95,169.15,165.05,50353,8544005.35,20-May-22,1500,INE732C01016
NDGL,EQ,1264.65,1394,1264.65,1374.6,1384,1279.65,515,709484.05,20-May-22,118,INE756C01015
NDL,EQ,41,41.9,39,39.25,39.8,40.8,192287,7668038.5,20-May-22,1389,INE875G01030
NDRAUTO,EQ,409,429,402,416.65,417,392.15,23139,9555835.45,20-May-22,1515,INE07OG01012
NDTV,EQ,168.1,174,163.5,168.4,165.2,167.4,131612,22266700.65,20-May-22,2633,INE155G01029
NECCLTD,EQ,28.9,29.9,28.25,29.9,29.9,28.5,261451,7740904.25,20-May-22,707,INE553C01016
NECLIFE,EQ,25.9,26.4,25.75,26,25.9,25.3,188053,4904074.85,20-May-22,1394,INE023H01027
NELCAST,EQ,60.4,68.2,58.65,63.65,63,57.5,731285,47496113.5,20-May-22,9364,INE189I01024
NELCO,EQ,612,636.9,612,636.9,636.9,606.6,43288,27379357.9,20-May-22,1368,INE045B01015
NEOGEN,EQ,1462.55,1468,1415,1421.35,1419.95,1433.9,15775,22665054,20-May-22,2316,INE136S01016
NESCO,EQ,549.05,552.2,543,548.85,547.95,543.7,8477,4648904.6,20-May-22,835,INE317F01035
NESTLEIND,EQ,16321,16960,16250.05,16862,16769,16094.25,152477,2557976003,20-May-22,32467,INE239A01016
NETF,EQ,165,169,165,167.99,167.99,165.23,1773,295560.75,20-May-22,82,INF277K015R5
NETWORK18,EQ,77.7,82.4,76.6,80.75,80.65,75.65,1490530,117706001.4,20-May-22,9563,INE870H01013
NEULANDLAB,EQ,1026.7,1039.55,1019.95,1024.8,1027,1021.55,20383,20967215.5,20-May-22,2354,INE794A01010
